ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1763451_s_at	0.1783	0.0868981	-2.10	-4.90756	-3.15e-01	yegE///Z3235m	sensor protein///sensor protein
1762648_s_at	0.1784	0.08695726	2.10	-4.90825	5.90e-01	Z6045///Z1803///Z3332	terminase subunit encoded by cryptic prophage CP-933P///terminase encoded by prophage CP-933N///hypothetical protein
1767944_at	0.1786	0.08710638	2.10	-4.91	7.25e-01	hepA	ATP-dependent helicase HepA
1760495_s_at	0.1787	0.08716538	-2.10	-4.91069	-2.95e-01	ygcF///queE///ECs3633	hypothetical protein///7-carboxy-7-deazaguanine synthase; queosine biosynthesis///7-carboxy-7-deazaguanine synthase QueE
1761681_s_at	0.1787	0.08717972	2.10	-4.91086	3.85e-01	cysE///cysE///cysE	serine acetyltransferase///serine acetyltransferase///serine acetyltransferase
1769180_s_at	0.1787	0.08720659	-2.10	-4.91117	-3.65e-01		
1764642_s_at	0.1787	0.08723979	-2.10	-4.91156	-4.45e-01		
1761725_s_at	0.1787	0.08724601	-2.10	-4.91163	-3.50e-01		
1764844_at	0.1788	0.08731245	2.10	-4.91241	4.25e-01	yhgE	hypothetical protein
1763840_at	0.1788	0.08731644	2.10	-4.91246	2.80e-01	ydbH	putative membrane-anchored protein, function unknown
1766143_s_at	0.1788	0.08732833	-2.09	-4.91259	-4.10e-01		
1761386_at	0.1789	0.08740613	-2.09	-4.9135	-5.05e-01	ypdI	lipoprotein ypdI
1766924_s_at	0.1792	0.08758077	2.09	-4.91554	3.85e-01	yeiH///yeiH///yeiH///ECs3050	hypothetical protein///hypothetical protein///UPF0324 family inner membrane protein///hypothetical protein
1760653_s_at	0.1793	0.08762077	-2.09	-4.916	-2.95e-01	hemH///hemH///hemH///hemH	ferrochelatase///ferrochelatase///ferrochelatase///ferrochelatase
1764891_s_at	0.1794	0.08771508	2.09	-4.9171	2.90e-01	Z3090///ECs2955	hypothetical protein///hypothetical protein
1768921_s_at	0.1796	0.08782799	2.09	-4.91841	2.75e-01	ypeA///Z3699///ypeA///ECs3305	acetyltransferase///acetyltransferase///GNAT family putative N-acetyltransferase///acetyltransferase YpeA
1767743_s_at	0.1796	0.08782814	2.09	-4.91841	3.95e-01	c3172///Z1884///ECs2178///ECs1631	head-tail joining protein of prophage///head-tail joining protein of prophage CP-933X///head-to-tail joining protein///head-to-tail joining protein
1767164_s_at	0.1796	0.08788207	2.09	-4.91904	3.55e-01	aroH///aroH///aroH///ECs2411	phospho-2-dehydro-3-deoxyheptonate aldolase///phospho-2-dehydro-3-deoxyheptonate aldolase///3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible///phospho-2-dehydro-3-deoxyheptonate aldolase
1760315_at	0.1796	0.08788207	2.09	-4.91904	3.55e-01	ECs3715	hypothetical protein
1759530_at	0.1796	0.08790197	2.09	-4.91927	3.60e-01	c0392	hypothetical protein
1760978_s_at	0.1797	0.08793905	2.09	-4.9197	3.30e-01	yliC///Z1055///gsiC///ECs0910	ABC transporter permease///transport system permease///glutathione ABC transporter permease///transport system permease
1768206_s_at	0.1797	0.0879503	2.09	-4.91983	4.20e-01	tktA///ECs3810	transketolase///transketolase
1768013_at	0.1797	0.08800238	-2.09	-4.92043	-3.20e-01	fecR	anti-sigma transmembrane signal transducer for ferric citrate transport; periplasmic FecA-bound ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator
1760513_s_at	0.1801	0.08821634	-2.09	-4.92291	-3.50e-01		
1762782_at	0.1802	0.08828482	-2.09	-4.9237	-4.90e-01	lfhA	pseudo
1766581_s_at	0.1803	0.08831846	-2.09	-4.92409	-6.60e-01	c2666	hypothetical protein
1769096_s_at	0.1803	0.08832714	2.09	-4.92419	2.80e-01	degS///degS///ECs4108	serine endoprotease///serine endoprotease, periplasmic///serine endoprotease
AFFX-BioDn-3_at	0.1803	0.08835209	-2.09	-4.92447	-2.85e-01		
1763037_s_at	0.1803	0.08838864	2.09	-4.9249	4.05e-01	poxB///ECs0957	pyruvate dehydrogenase///pyruvate dehydrogenase
1768165_s_at	0.1803	0.08838864	2.09	-4.9249	4.05e-01	xasA///xasA///gadC///ECs2097	amino acid antiporter///acid sensitivity protein///glutamate:gamma-aminobutyric acid antiporter///acid sensitivity protein
1764257_s_at	0.1804	0.08845661	-2.09	-4.92568	-3.00e-01	ydjG///Z2809///ydjG///ECs2480	oxidoreductase ydjG///hypothetical protein///methylglyoxal reductase, NADH-dependent///hypothetical protein
1766120_s_at	0.1804	0.08848896	-2.08	-4.92605	-4.35e-01	citX///citX///citX///citX	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase///2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase///apo-citrate lyase phosphoribosyl-dephospho-CoA transferase///2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
1766512_s_at	0.1804	0.08849538	-2.08	-4.92613	-3.15e-01	c4987///Z5619///ECs5004	transcriptional regulator of sorbose uptake and utilization genes///transcriptional regulator of sorbose uptake and utilization genes///sor-operon regulator
1762094_s_at	0.1807	0.08867924	2.08	-4.92824	3.20e-01	c2918	hypothetical protein
1762542_s_at	0.1807	0.08869556	2.08	-4.92843	6.00e-01	Z0967///ECs0829	protease encoded in prophage CP-933K///protease/scaffold protein
1760622_s_at	0.1807	0.08870352	2.08	-4.92852	3.40e-01	c2147///Z2779///astA///ECs2453	arginine succinyltransferase///arginine succinyltransferase///arginine succinyltransferase///arginine succinyltransferase
1761812_s_at	0.1807	0.08874238	-2.08	-4.92897	-3.60e-01	ECs2753	hypothetical protein
1761872_s_at	0.1807	0.08875865	2.08	-4.92915	2.95e-01	rplL///rplL///rplL///rplL	50S ribosomal protein L7/L12///50S ribosomal protein L7/L12///50S ribosomal subunit protein L7/L12///50S ribosomal protein L7/L12
1761328_at	0.1808	0.08881273	2.08	-4.92977	6.65e-01	Z1386	hypothetical protein
1766474_at	0.181	0.08895725	2.08	-4.93143	4.70e-01	c1567	hypothetical protein
1767686_at	0.181	0.08897179	2.08	-4.93159	6.55e-01	c3180	lysozyme from lambdoid prophage Qin
1759507_at	0.181	0.08898194	2.08	-4.93171	3.55e-01	wzzB	chain length determinant protein
1767109_s_at	0.1812	0.08906709	2.08	-4.93269	3.05e-01	hdhA///hdhA///hdhA///ECs2327	7-alpha-hydroxysteroid dehydrogenase///7-alpha-hydroxysteroid dehydrogenase///7-alpha-hydroxysteroid dehydrogenase, NAD-dependent///7-alpha-hydroxysteroid dehydrogenase
1759523_at	0.1812	0.089076	2.08	-4.93279	3.25e-01	yjjU	hypothetical protein
1768283_at	0.1813	0.08915062	2.08	-4.93364	4.90e-01	c1501	hypothetical protein
1761473_s_at	0.1813	0.08916387	-2.08	-4.93379	-3.10e-01	c3761///Z4374///ygiS///ECs3904	binding protein///hypothetical protein///putative ABC transporter permease///hypothetical protein
1761825_at	0.1815	0.08931456	2.08	-4.93551	5.15e-01	c1191	hypothetical protein
1763356_s_at	0.1815	0.089326	2.08	-4.93564	4.50e-01	papH///papH_2	PapH protein///PapH protein
1767060_s_at	0.1816	0.08937378	-2.08	-4.93619	-3.35e-01		
1767112_at	0.1816	0.08939439	-2.08	-4.93642	-4.65e-01	ycjQ	hypothetical protein
1765549_s_at	0.1818	0.08949256	2.08	-4.93754	3.05e-01	parC///parC///parC///ECs3903	DNA topoisomerase IV subunit A///DNA topoisomerase IV subunit A///DNA topoisomerase IV, subunit A///DNA topoisomerase IV subunit A
1768117_s_at	0.1821	0.08967087	2.07	-4.93956	3.75e-01	ybjM///ybjM///ybjM///ECs0928	hypothetical protein///hypothetical protein///inner membrane protein///hypothetical protein
1759308_s_at	0.1822	0.08973526	2.07	-4.94029	5.05e-01	xisN///xisN///ECs1502	excisionase for prophage///excisionase///excisionase
1769188_s_at	0.1822	0.08978119	-2.07	-4.94082	-5.65e-01	fliR	flagellar biosynthesis protein FliR
1760150_s_at	0.1822	0.08981347	2.07	-4.94118	7.60e-01	ECs2983///ECs1194	hypothetical protein///hypothetical protein
1769142_at	0.1822	0.08981879	-2.07	-4.94124	-3.80e-01	purD	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase
1762826_s_at	0.1825	0.08998736	2.07	-4.94315	4.70e-01	ilvY///ECs4707	IlvY family transcriptional regulator///DNA-binding transcriptional regulator IlvY
1768449_s_at	0.1826	0.09002426	-2.07	-4.94357	-3.80e-01	c3265///Z4018///norV///ECs3566	pseudo///anaerobic nitric oxide reductase flavorubredoxin///anaerobic nitric oxide reductase flavorubredoxin///anaerobic nitric oxide reductase flavorubredoxin
1759178_s_at	0.1826	0.09005772	2.07	-4.94394	4.35e-01	fruB///fruB///fruB///ECs3061	bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein///bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein///fused fructose-specific PTS enzymes: IIA component/HPr component///bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein
1761101_at	0.1828	0.09016215	2.07	-4.94512	4.25e-01	molR_A	hypothetical protein
1764270_s_at	0.1828	0.09019839	2.07	-4.94553	4.05e-01	Z0324///ECs0289	integrase for prophage CP-933I///integrase
1764051_s_at	0.1828	0.09021492	2.07	-4.94572	5.65e-01	gatC///ECs2895	PTS system galactitol-specific enzyme IIC///PTS system galactitol-specific enzyme IIC
1759090_at	0.1828	0.09023578	2.07	-4.94595	3.50e-01	ECs1315	hypothetical protein
1764668_s_at	0.1828	0.09023846	2.07	-4.94598	3.95e-01	yaaJ///yaaJ///yaaJ///ECs0007	transporter yaaJ///inner membrane transport protein///putative transporter///inner membrane transport protein
1762276_s_at	0.1829	0.09030829	-2.07	-4.94677	-6.10e-01		
1766225_s_at	0.1829	0.09032169	2.07	-4.94692	3.20e-01	c1403	hypothetical protein
1762941_s_at	0.1829	0.09034642	2.07	-4.9472	2.80e-01	c3800///hldE	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase///heptose 7-phosphate kinase and heptose 1-phosphate adenyltransferase
1767544_s_at	0.1829	0.09037126	2.07	-4.94748	4.35e-01	Z2851///ECs2517	hypothetical protein///hypothetical protein
1762134_s_at	0.1832	0.09051078	2.07	-4.94905	5.05e-01	cysG///cysG	siroheme synthase///siroheme synthase
1768935_at	0.1832	0.09053911	-2.07	-4.94937	-2.90e-01	c2609	hypothetical protein
1767679_s_at	0.1832	0.09053911	-2.07	-4.94937	-2.90e-01	c5314///ytfJ///ytfJ///ECs5194	hypothetical protein///hypothetical protein///putative transcriptional regulator///hypothetical protein
1765758_s_at	0.1832	0.09057866	2.07	-4.94981	6.70e-01	aceK///aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase///bifunctional isocitrate dehydrogenase kinase/phosphatase
1767844_at	0.1832	0.09059364	2.07	-4.94998	6.15e-01	c2561	hypothetical protein
1762335_s_at	0.1832	0.09060301	-2.07	-4.95009	-2.70e-01	gltS///gltS///ECs4529	glutamate transport///glutamate transporter///glutamate transport protein
1759797_at	0.1834	0.09070651	-2.07	-4.95125	-2.75e-01	c4535	hypothetical protein
1759242_s_at	0.1834	0.09076486	2.07	-4.9519	3.00e-01	lipB///lipB///lipB///lipB	lipoate-protein ligase B///lipoate-protein ligase B///octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase///lipoate-protein ligase B
1764113_s_at	0.1834	0.09078523	2.07	-4.95213	3.85e-01	recF///recF///recF///recF	recombination protein F///recombination protein F///gap repair protein///recombination protein F
1769245_s_at	0.1834	0.09080173	-2.07	-4.95231	-4.10e-01	atoB///atoB	Acetyl-CoA acetyltransferase///acetyl-CoA acetyltransferase
1766099_s_at	0.1835	0.09083989	-2.06	-4.95274	-4.50e-01		
1766034_s_at	0.1835	0.09088137	-2.06	-4.95321	-3.50e-01	malP///malP///malP///ECs4259	maltodextrin phosphorylase///maltodextrin phosphorylase///maltodextrin phosphorylase///maltodextrin phosphorylase
1765068_s_at	0.1835	0.09088137	-2.06	-4.95321	-3.50e-01		
1766944_at	0.1835	0.09089171	-2.06	-4.95332	-2.90e-01	lhgO	L-2-hydroxyglutarate oxidase
1767823_at	0.1836	0.0909576	2.06	-4.95406	4.40e-01	serC	phosphoserine aminotransferase
1767460_s_at	0.1837	0.0910523	-2.06	-4.95512	-5.70e-01		
1762219_s_at	0.1838	0.09108716	2.06	-4.95551	3.15e-01		
1763851_s_at	0.1838	0.09110287	2.06	-4.95568	2.80e-01	yajK///ECs0477	thiamine biosynthesis protein ThiI///thiamine biosynthesis protein ThiI
1763317_s_at	0.1839	0.09121738	2.06	-4.95696	3.65e-01	sapC///sapC///sapC///ECs1869	peptide transport system permease sapC///peptide transport permease///antimicrobial peptide transport ABC transporter permease///peptide transport permease
1760866_s_at	0.184	0.09128082	-2.06	-4.95766	-2.70e-01	c1718	hypothetical protein
1764201_s_at	0.1842	0.09135492	-2.06	-4.95849	-2.80e-01		
1766836_s_at	0.1844	0.09149048	2.06	-4.96	2.75e-01	hemD///hemD///hemD///hemD	uroporphyrinogen-III synthase///uroporphyrinogen-III synthase///uroporphyrinogen III synthase///uroporphyrinogen-III synthase
1759243_at	0.1846	0.09161789	-2.06	-4.96141	-3.05e-01	nagC	N-acetylglucosamine repressor
1763986_s_at	0.1847	0.09172323	2.06	-4.96258	8.30e-01	livG///livG	leucine/isoleucine/valine transporter ATP-binding subunit///ABC transporter ATP-binding protein
1764029_at	0.1847	0.09173289	2.06	-4.96269	2.80e-01	waaQ	lipopolysaccharide core biosynthesis protein
1768870_s_at	0.1847	0.09173289	-2.06	-4.96269	-2.80e-01	narU///ECs2072	nitrite extrusion protein 2///nitrite extrusion protein 2
1764768_s_at	0.1847	0.09173573	-2.06	-4.96272	-3.10e-01	Z5930///kptA///ECs5289	hypothetical protein///RNA 2'-phosphotransferase///hypothetical protein
1764522_s_at	0.1847	0.0917536	-2.06	-4.96292	-3.30e-01	yjdE///yjdE///adiC///ECs5097	arginine:agmatin antiporter///arginine:agmatin antiporter///arginine:agmatine antiporter///arginine:agmatin antiporter
1762563_s_at	0.185	0.09193973	-2.06	-4.96497	-2.95e-01	ycjR///Z2469///ycjR///ECs1893	hypothetical protein///transient receptor potential locus///putative TIM alpha/beta barrel enzyme///hypothetical protein
1764716_at	0.1851	0.09197502	2.06	-4.96536	5.60e-01	c3337	hypothetical protein
1762203_s_at	0.1851	0.09199704	2.06	-4.96561	4.00e-01	amiB///amiB///ECs5145	N-acetylmuramoyl-L-alanine amidase///N-acetylmuramoyl-l-alanine amidase II///N-acetylmuramoyl-l-alanine amidase II
1767854_s_at	0.1851	0.09200422	2.06	-4.96569	2.85e-01	ushA///ushA	bifunctional UDP-sugar hydrolase/5'-nucleotidase periplasmic///bifunctional UDP-sugar hydrolase/5'-nucleotidase
1769088_at	0.1852	0.09210859	2.05	-4.96684	6.15e-01	elaA	hypothetical protein
1765525_at	0.1852	0.09211953	2.05	-4.96696	3.55e-01	c1289	hypothetical protein
1763691_at	0.1854	0.09221203	2.05	-4.96798	4.10e-01	c4398	hypothetical protein
1768654_s_at	0.1854	0.09222913	-2.05	-4.96817	-2.70e-01	ydjJ///ydjJ///ydjJ///ECs2483	hypothetical protein///oxidoreductase///putative Zn-dependent NAD(P)-binding oxidoreductase///oxidoreductase
1759425_s_at	0.1854	0.09227394	2.05	-4.96866	2.75e-01	pcnB///pcnB///pcnB	poly(A) polymerase///poly(A) polymerase///poly(A) polymerase
1765587_s_at	0.1855	0.09231532	2.05	-4.96912	4.15e-01	Z3596///ECs3217	minor fimbrial subunit///fimbrial-like protein
1760629_s_at	0.1859	0.09253498	2.05	-4.97153	2.75e-01	yihW///yihW///ECs4807	DEOR-type transcriptional activator///putative transcriptional regulator for sulphoquinovose utilization///DeoR family transcriptional regulator
1764162_s_at	0.1862	0.09273337	2.05	-4.9737	2.85e-01	yaeQ///Z0202///yaeQ///ECs0192	hypothetical protein///hypothetical protein///PDDEXK superfamily protein///hypothetical protein
1763025_s_at	0.1865	0.09289663	2.05	-4.97549	3.50e-01	smp///Z5988///ytjB///ECs5345	hypothetical protein///hypothetical protein///SMP_2 family putative membrane-anchored periplasmic protein///unknown domain/lipoate-protein ligase A fusion protein
1761788_s_at	0.1868	0.09304136	2.05	-4.97707	2.70e-01	kbl///kbl///ECs4495	2-amino-3-ketobutyrate CoA ligase///glycine C-acetyltransferase///2-amino-3-ketobutyrate CoA ligase
1762758_at	0.1868	0.0930635	2.05	-4.97731	3.40e-01	c0941	DNA adenine methylase
1767179_s_at	0.1871	0.09324357	2.04	-4.97927	2.80e-01	gpt///gpt///gpt///ECs0265	xanthine-guanine phosphoribosyltransferase///xanthine-guanine phosphoribosyltransferase///xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase///xanthine-guanine phosphoribosyltransferase
1759477_s_at	0.1871	0.09324357	-2.04	-4.97927	-2.80e-01	yfaU///Z3503///rhmA///ECs3130	aldolase///aldolase///2-keto-3-deoxy-L-rhamnonate aldolase///2-keto-3-deoxy-L-rhamnonate aldolase
1759700_s_at	0.1871	0.0933083	-2.04	-4.97998	-5.95e-01	ydcD///ECs0243	putative immunity protein for RhsE///hypothetical protein
1767915_s_at	0.1871	0.09331712	-2.04	-4.98007	-3.60e-01	Z3024///intG///ECs2675	hypothetical protein///pseudo///hypothetical protein
1762557_s_at	0.1877	0.09362329	2.04	-4.9834	4.30e-01	Z1430///ECs1165	hypothetical protein///hypothetical protein
1764504_s_at	0.1878	0.09368671	-2.04	-4.98409	-3.10e-01	yahB///Z0405///yahB	transcriptional regulator YahB///hypothetical protein///putative DNA-bindng transcriptional regulator
1765014_s_at	0.188	0.09380276	-2.04	-4.98534	-3.90e-01	thiQ///thiQ///thiQ///thiQ	thiamine transporter ATP-binding subunit///thiamine transporter ATP-binding subunit///thiamine/thiamine pyrophosphate ABC transporter ATPase///thiamine transporter ATP-binding protein
1765856_s_at	0.1881	0.09387118	-2.04	-4.98608	-3.70e-01		
1762992_at	0.1881	0.09388004	2.04	-4.98618	5.10e-01	ECs1544	portal protein
1767160_s_at	0.1881	0.09388496	2.04	-4.98623	8.65e-01	Z1914///ECs1805	minor tail fiber protein of prophage CP-933X///minor tail protein
1768043_s_at	0.1881	0.09394544	2.04	-4.98688	3.00e-01	purN///purN///purN///purN	phosphoribosylglycinamide formyltransferase///phosphoribosylglycinamide formyltransferase///phosphoribosylglycinamide formyltransferase 1///phosphoribosylglycinamide formyltransferase
1762043_s_at	0.1883	0.09403219	-2.04	-4.98782	-3.65e-01		
1767605_s_at	0.1884	0.09412341	-2.04	-4.9888	-2.70e-01		
1760751_s_at	0.1885	0.0941996	2.04	-4.98962	3.30e-01	Z2777///astB///ECs2451	succinylarginine dihydrolase///succinylarginine dihydrolase///succinylarginine dihydrolase
1761697_s_at	0.1885	0.09420277	2.04	-4.98966	4.50e-01	Z5618///ECs5003	sorbitol-6-phosphate 2-dehydrogenase///sorbitol-6-phosphate 2-dehydrogenase
1763016_s_at	0.1885	0.09420684	2.04	-4.9897	5.00e-01	Z6046///Z1802///Z1357///Z3333///ECs2252///ECs1970///ECs1541///ECs1791	terminase subunit encoded by cryptic prophage CP-933P///hypothetical protein///hypothetical protein///hypothetical protein///terminase small subunit///terminase small subunit///terminase small subunit///terminase small subunit
1760450_s_at	0.1886	0.0942624	2.04	-4.9903	4.15e-01	c2068///Z2702///ydhY///ECs2381	hypothetical protein///hypothetical protein///putative 4Fe-4S ferridoxin-type protein; FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex///hypothetical protein
1767500_s_at	0.1886	0.09432808	2.04	-4.99101	3.65e-01	engA///engA///der///engA	GTP-binding protein EngA///GTP-binding protein EngA///GTPase; multicopy suppressor of ftsJ///GTP-binding protein EngA
1769190_at	0.1886	0.09433427	2.04	-4.99107	4.75e-01	ECs4955	hypothetical protein
1761467_s_at	0.1887	0.09438054	2.04	-4.99157	3.85e-01		
1768482_at	0.1887	0.09438054	2.04	-4.99157	3.85e-01	c1880	hypothetical protein
1764460_s_at	0.1887	0.09443327	-2.04	-4.99214	-2.95e-01		
1764498_at	0.1888	0.0945289	2.03	-4.99316	2.70e-01	c0413	aldo/keto reductase
1760393_s_at	0.1888	0.09452902	2.03	-4.99316	2.90e-01	Z1856	hypothetical protein
1760274_s_at	0.189	0.09464615	-2.03	-4.99442	-2.90e-01	yibF///yibF///yibF///ECs4469	glutathione S-transferase///glutathione S-transferase///glutathione S-transferase homolog///glutathione S-transferase
1759289_s_at	0.189	0.09464615	-2.03	-4.99442	-2.90e-01	ycjO///ycjO///ycjO///ECs1890	ABC transporter permease///binding-protein dependent transport protein///putative sugar ABC transporter permease///binding-protein dependent transport protein
1764171_s_at	0.189	0.09468368	-2.03	-4.99482	-3.40e-01		
1766047_s_at	0.1891	0.09472438	2.03	-4.99526	5.20e-01	Z5692///ECs5074	histidine kinase///histidine protein kinase
1761529_s_at	0.1891	0.09475208	-2.03	-4.99555	-4.25e-01	c3233	hypothetical protein
1768639_s_at	0.1892	0.09483285	2.03	-4.99642	3.30e-01	c3157///c1586	hypothetical protein///hypothetical protein
1763044_at	0.1897	0.09511456	2.03	-4.99942	2.90e-01	ECs1643	tail length tape measure protein
1767689_s_at	0.1898	0.095142	-2.03	-4.99972	-2.75e-01	Z1822///ECs1560	hypothetical protein///secreted effector protein
1762392_s_at	0.1899	0.09522219	2.03	-5.00057	3.05e-01	lpdA///lpdA///lpd///lpdA	dihydrolipoamide dehydrogenase///dihydrolipoamide dehydrogenase///dihydrolipoyl dehydrogenase; E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes; glycine cleavage system L protein; dihydrolipoamide dehydrogenase///dihydrolipoamide dehydrogenase
